|||||||||||||
Nivel|Agrupador|Apl|MP|MS|ID_Gasto|Descripcion Gasto|Nombre de la cuenta y/o subcuenta Forseti|Nombre de la cuenta y/o subcuenta SAT|Cuenta Forseti|Nat|Acum|Enl|Var
2|805.02|1|G|G|X|X|Contra cuenta CUFINRE de ejercicios anteriores|Contra cuenta CUFINRE de ejercicios anteriores|8050020000000000000|A|0|X|X
1|806|1|G|G|X|X|CUCA del ejercicio|CUCA del ejercicio|8060000000000000000|D|1|X|X
2|806.01|1|G|G|X|X|CUCA|CUCA|8060010000000000000|D|0|X|X
2|806.02|1|G|G|X|X|Contra cuenta CUCA|Contra cuenta CUCA|8060020000000000000|A|0|X|X
1|807|1|G|G|X|X|CUCA de ejercicios anteriores|CUCA de ejercicios anteriores|8070000000000000000|D|1|X|X
2|807.01|1|G|G|X|X|CUCA de ejercicios anteriores|CUCA de ejercicios anteriores|8070010000000000000|D|0|X|X
2|807.02|1|G|G|X|X|Contra cuenta CUCA de ejercicios anteriores|Contra cuenta CUCA de ejercicios anteriores|8070020000000000000|A|0|X|X
1|808|0|G|G|X|X|Ajuste anual por inflación acumulable|Ajuste anual por inflación acumulable|8080000000000000000|D|1|X|X
2|808.01|0|G|G|X|X|Ajuste anual por inflación acumulable|Ajuste anual por inflación acumulable|8080010000000000000|D|0|X|X
2|808.02|0|G|G|X|X|Acumulación del ajuste anual inflacionario|Acumulación del ajuste anual inflacionario|8080020000000000000|A|0|X|X
1|809|0|G|G|X|X|Ajuste anual por inflación deducible|Ajuste anual por inflación deducible|8090000000000000000|D|1|X|X
2|809.01|0|G|G|X|X|Ajuste anual por inflación deducible|Ajuste anual por inflación deducible|8090010000000000000|D|0|X|X
2|809.02|0|G|G|X|X|Deducción del ajuste anual inflacionario|Deducción del ajuste anual inflacionario|8090020000000000000|A|0|X|X
1|810|0|G|G|X|X|Deducción de inversión|Deducción de inversión|8100000000000000000|D|1|X|X
2|810.01|0|G|G|X|X|Deducción de inversión|Deducción de inversión|8100010000000000000|D|0|X|X
2|810.02|0|G|G|X|X|Contra cuenta deducción de inversiones|Contra cuenta deducción de inversiones|8100020000000000000|A|0|X|X
1|811|0|G|G|X|X|Utilidad o pérdida fiscal en venta y/o baja de activo fijo|Utilidad o pérdida fiscal en venta y/o baja de activo fijo|8110000000000000000|D|1|X|X
2|811.01|0|G|G|X|X|Utilidad o pérdida fiscal en venta y/o baja de activo fijo|Utilidad o pérdida fiscal en venta y/o baja de activo fijo|8110010000000000000|D|0|X|X
2|811.02|0|G|G|X|X|Contra cuenta utilidad o pérdida fiscal en venta y/o baja de activo fijo|Contra cuenta utilidad o pérdida fiscal en venta y/o baja de activo fijo|8110020000000000000|A|0|X|X
1|812|0|G|G|X|X|Utilidad o pérdida fiscal en venta acciones o partes sociales|Utilidad o pérdida fiscal en venta acciones o partes sociales|8120000000000000000|D|1|X|X
2|812.01|0|G|G|X|X|Utilidad o pérdida fiscal en venta acciones o partes sociales|Utilidad o pérdida fiscal en venta acciones o partes sociales|8120010000000000000|D|0|X|X
2|812.02|0|G|G|X|X|Contra cuenta utilidad o pérdida fiscal en venta acciones o partes sociales|Contra cuenta utilidad o pérdida fiscal en venta acciones o partes sociales|8120020000000000000|A|0|X|X
1|813|0|G|G|X|X|Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores|Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores|8130000000000000000|D|1|X|X
2|813.01|0|G|G|X|X|Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores|Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores|8130010000000000000|D|0|X|X
2|813.02|0|G|G|X|X|Actualización de pérdidas fiscales pendientes de amortizar de ejercicios anteriores|Actualización de pérdidas fiscales pendientes de amortizar de ejercicios anteriores|8130020000000000000|A|0|X|X
1|814|0|G|G|X|X|Mercancías recibidas en consignación|Mercancías recibidas en consignación|8140000000000000000|D|1|X|X
2|814.01|0|G|G|X|X|Mercancías recibidas en consignación|Mercancías recibidas en consignación|8140010000000000000|D|0|X|X
2|814.02|0|G|G|X|X|Consignación de mercancías recibidas|Consignación de mercancías recibidas|8140020000000000000|A|0|X|X
1|815|0|G|G|X|X|Crédito fiscal de IVA e IEPS por la importación de mercancías para empresas certificadas|Crédito fiscal de IVA e IEPS por la importación de mercancías para empresas certificadas|8150000000000000000|D|1|X|X
2|815.01|0|G|G|X|X|Crédito fiscal de IVA e IEPS por la importación de mercancías|Crédito fiscal de IVA e IEPS por la importación de mercancías|8150010000000000000|D|0|X|X
2|815.02|0|G|G|X|X|Importación de mercancías con aplicación de crédito fiscal de IVA e IEPS|Importación de mercancías con aplicación de crédito fiscal de IVA e IEPS|8150020000000000000|A|0|X|X
1|816|0|G|G|X|X|Crédito fiscal de IVA e IEPS por la importación de activos fijos para empresas certificadas|Crédito fiscal de IVA e IEPS por la importación de activos fijos para empresas certificadas|8160000000000000000|D|1|X|X
2|816.01|0|G|G|X|X|Crédito fiscal de IVA e IEPS por la importación de activo fijo|Crédito fiscal de IVA e IEPS por la importación de activo fijo|8160010000000000000|D|0|X|X
2|816.02|0|G|G|X|X|Importación de activo fijo con aplicación de crédito fiscal de IVA e IEPS|Importación de activo fijo con aplicación de crédito fiscal de IVA e IEPS|8160020000000000000|A|0|X|X
1|899|0|G|G|X|X|Otras cuentas de orden|Otras cuentas de orden|8990000000000000000|D|1|X|X
2|899.01|0|G|G|X|X|Otras cuentas de orden|Otras cuentas de orden|8990010000000000000|D|0|X|X
2|899.02|0|G|G|X|X|Contra cuenta otras cuentas de orden|Contra cuenta otras cuentas de orden|8990020000000000000|A|0|X|X
n*|0|||||Código para uso exclusivo de contribuyentes del sector financiero|Código para uso exclusivo de contribuyentes del sector financiero|Código para uso exclusivo de contribuyentes del sector financiero|||||
